year;TR_ID;city;gender;total_crime;homicide;assault;sexual_crimes;kidnapping;defamation;theft;robbery;swindling;production_and_commerce_of_drugs;use_and_purchase_of_drugs;forgery;bad_treatment;embezzlement;bribery;smuggling;traffic_crimes;forestry_crimes;crimes_related_with_firearms_and_knifes;opposition_to_the_bankruptcy_and_enforcement_law;opposition_to_the_military_criminal_law;threat;damage_to_property;prevention_of_performance;contrary_to_the_measures_for_family_protection;other_crimes;unknown
2016;TRA21;Ağrı;Male;852;49;110;22;6;13;79;45;50;61;1;39;1;1;1;62;1;0;31;1;5;37;12;10;34;181;0
2016;TRA21;Ağrı;Female;19;0;0;0;0;0;4;0;1;3;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;6;0
2016;TRA22;Kars;Male;659;47;147;11;22;15;52;33;12;20;12;7;0;0;0;15;9;1;28;33;2;69;8;6;21;89;0
2016;TRA22;Kars;Female;16;1;4;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;2;1;0;0;4;0
2016;TRA23;Iğdır;Male;565;24;120;22;12;9;68;36;4;25;5;14;0;0;0;32;5;0;12;7;0;31;4;7;25;103;0
2016;TRA23;Iğdır;Female;9;0;0;0;1;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
2016;TRA24;Ardahan;Male;214;17;42;7;4;3;28;3;1;4;0;7;0;0;0;4;6;3;7;10;0;20;3;2;5;38;0
2016;TRA24;Ardahan;Female;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2016;TRB11;Malatya;Male;1343;64;162;37;12;27;239;64;26;165;25;38;0;0;0;41;27;0;46;30;14;75;18;16;49;168;0
2016;TRB11;Malatya;Female;51;2;3;1;3;1;18;3;2;1;0;0;0;0;0;2;0;0;0;2;0;1;0;1;2;9;0
2016;TRB12;Elâzığ;Male;1350;72;191;41;24;19;190;83;28;200;19;53;0;7;0;45;16;1;21;74;6;66;11;10;16;157;0
2016;TRB12;Elâzığ;Female;48;0;1;0;1;1;22;4;2;2;0;2;0;0;0;0;0;0;0;0;0;3;0;0;1;9;0
2016;TRB13;Bingöl;Male;343;12;35;12;19;5;52;12;4;65;9;12;2;0;0;9;0;4;7;6;0;11;2;2;7;56;0
2016;TRB13;Bingöl;Female;10;0;0;0;1;1;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
2016;TRB14;Tunceli;Male;143;8;29;8;2;4;11;1;2;12;1;3;0;1;0;1;1;1;2;1;0;14;2;4;5;30;0
2016;TRB14;Tunceli;Female;11;1;0;0;0;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2016;TRB21;Van;Male;2014;60;169;24;17;12;213;34;19;282;25;46;0;0;1;205;4;0;68;12;8;64;10;15;48;678;0
2016;TRB21;Van;Female;41;2;1;0;0;0;6;1;0;7;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;20;0
2016;TRB22;Muş;Male;474;16;39;8;4;5;85;16;4;48;6;20;0;1;3;34;1;0;16;5;1;19;4;3;9;127;0
2016;TRB22;Muş;Female;10;0;0;0;0;0;4;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2016;TRB23;Bitlis;Male;593;22;64;9;9;8;85;9;14;54;12;24;0;0;0;52;3;2;19;9;1;21;4;8;6;158;0
2016;TRB23;Bitlis;Female;32;1;0;0;1;0;6;0;13;3;0;2;0;0;0;0;0;0;1;1;0;1;0;0;1;2;0
2016;TRB24;Hakkari;Male;361;16;34;6;1;2;22;14;1;68;2;16;0;0;0;22;0;0;19;3;1;7;0;1;0;126;0
2016;TRB24;Hakkari;Female;6;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2016;TRC11;Gaziantep;Male;4373;253;627;82;61;46;759;258;102;381;67;163;0;1;5;158;28;0;186;325;21;191;55;28;130;446;0
2016;TRC11;Gaziantep;Female;112;4;8;2;4;1;44;4;3;4;3;2;0;0;0;5;0;0;0;8;0;3;3;0;0;14;0
2016;TRC12;Adıyaman;Male;729;34;77;24;6;10;132;21;33;85;16;46;3;1;0;15;9;1;22;33;1;41;6;5;21;87;0
2016;TRC12;Adıyaman;Female;29;0;0;1;0;0;12;1;6;1;0;2;0;0;0;0;0;0;1;3;0;0;1;0;0;1;0
2016;TRC13;Kilis;Male;358;19;30;6;2;6;53;21;5;50;16;8;0;1;0;24;3;0;7;19;0;8;2;3;38;37;0
2016;TRC13;Kilis;Female;4;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;TRC21;Şanlıurfa;Male;2463;91;258;45;24;25;416;76;121;446;76;86;2;1;1;80;13;0;108;100;4;79;27;25;55;304;0
2016;TRC21;Şanlıurfa;Female;46;1;1;0;1;0;20;0;1;6;2;3;0;0;0;2;0;0;0;0;0;2;1;1;0;5;0
2016;TRC22;Diyarbakır;Male;3233;170;283;61;61;16;514;281;28;654;44;113;1;5;3;111;10;1;134;57;23;71;22;32;34;504;0
2016;TRC22;Diyarbakır;Female;75;1;8;0;2;1;6;1;2;19;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;30;0
2016;TRC31;Mardin;Male;933;62;112;29;20;8;126;47;12;77;13;58;0;1;3;39;8;1;39;28;0;30;12;8;17;183;0
2016;TRC31;Mardin;Female;35;2;2;1;0;1;15;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0
2016;TRC32;Batman;Male;765;21;115;13;18;6;144;25;8;73;8;26;1;1;0;22;3;0;32;14;1;24;12;6;20;172;0
2016;TRC32;Batman;Female;26;0;3;0;0;0;13;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
2016;TRC33;Şırnak;Male;470;16;31;7;2;4;50;15;8;15;0;33;0;1;3;62;1;0;28;0;3;4;1;1;7;178;0
2016;TRC33;Şırnak;Female;15;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;9;0
2016;TRC34;Siirt;Male;326;19;45;19;1;2;71;14;1;14;6;15;0;0;0;20;1;0;15;1;0;7;5;7;4;59;0
2016;TRC34;Siirt;Female;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2015;TR100;İstanbul;Male;23758;1214;2587;624;239;286;4354;2596;666;2239;1163;1286;6;18;15;209;123;7;636;1296;74;491;282;154;734;2459;0
2015;TR100;İstanbul;Female;841;36;39;3;6;14;277;46;19;120;9;37;0;1;1;3;2;0;7;71;0;3;7;2;18;120;0
2015;TR211;Tekirdağ;Male;1938;89;289;67;21;51;347;106;31;103;19;64;0;5;2;27;31;0;42;196;53;117;43;15;52;168;0
2015;TR211;Tekirdağ;Female;77;3;5;0;0;2;26;5;0;10;0;2;0;0;0;0;0;0;0;14;0;2;1;0;0;7;0
2015;TR212;Edirne;Male;1382;58;200;43;16;27;193;53;11;101;15;48;0;1;1;32;20;2;16;85;5;92;23;4;46;290;0
2015;TR212;Edirne;Female;43;1;8;0;0;2;8;1;1;6;0;1;0;0;0;0;1;0;0;5;0;0;2;0;2;5;0
2015;TR213;Kırklareli;Male;991;46;161;43;18;26;175;63;14;72;7;24;0;4;0;24;18;3;16;82;0;59;24;7;30;75;0
2015;TR213;Kırklareli;Female;38;0;1;2;0;1;16;0;0;4;0;1;0;1;0;0;0;0;0;8;0;1;0;0;0;3;0
2015;TR221;Balıkesir;Male;3415;199;495;142;78;81;492;155;66;133;27;111;1;17;1;33;73;7;84;441;2;265;66;37;105;304;0
2015;TR221;Balıkesir;Female;163;3;10;2;5;9;49;2;2;13;1;9;0;0;0;1;1;0;0;26;0;13;2;0;1;14;0
2015;TR222;Çanakkale;Male;1291;58;200;37;28;28;210;51;23;18;11;30;0;5;0;17;37;8;13;157;10;102;19;11;71;147;0
2015;TR222;Çanakkale;Female;55;2;5;1;2;4;21;0;2;1;0;0;0;0;0;2;0;0;0;7;0;2;1;0;0;5;0
2015;TR310;İzmir;Male;13903;527;1694;392;191;302;2762;1019;354;871;481;682;6;6;2;236;204;9;301;938;32;576;184;152;393;1589;0
2015;TR310;İzmir;Female;588;7;41;4;2;13;186;18;18;39;4;18;0;1;0;5;0;0;5;92;0;13;9;5;3;105;0
2015;TR321;Aydın;Male;3369;153;531;120;41;88;588;172;74;155;30;92;3;2;0;51;74;5;77;306;0;233;46;28;102;398;0
2015;TR321;Aydın;Female;129;2;11;0;1;2;38;9;2;14;1;2;1;1;0;0;2;1;0;22;0;5;2;0;1;12;0
2015;TR322;Denizli;Male;3292;158;430;132;59;65;477;213;142;108;21;127;0;4;2;39;67;10;55;499;0;196;33;25;123;307;0
2015;TR322;Denizli;Female;150;2;13;5;0;5;45;8;7;9;2;2;0;0;0;0;1;0;1;30;0;3;2;1;0;14;0
2015;TR323;Muğla;Male;2548;120;433;107;50;66;370;111;36;113;25;83;0;4;2;29;85;6;35;250;0;140;46;30;116;291;0
2015;TR323;Muğla;Female;92;3;6;2;0;2;24;4;2;3;0;3;0;0;0;1;0;1;1;18;0;5;1;0;0;16;0
2015;TR331;Manisa;Male;3837;205;577;149;92;79;683;222;85;206;53;107;1;14;2;64;96;9;55;340;1;227;32;41;140;357;0
2015;TR331;Manisa;Female;162;5;25;1;3;2;40;6;7;9;3;5;0;1;0;2;0;0;2;21;0;6;1;0;1;22;0
2015;TR332;Afyonkarahisar;Male;1568;108;231;70;38;23;218;76;46;54;14;50;0;4;1;27;40;1;23;219;1;92;28;18;36;150;0
2015;TR332;Afyonkarahisar;Female;87;5;9;2;3;0;22;2;2;9;1;1;0;0;0;0;0;0;0;17;0;4;1;1;1;7;0
2015;TR333;Kütahya;Male;1101;53;197;32;18;24;186;38;23;34;9;40;0;1;0;10;13;3;18;180;2;77;16;8;32;87;0
2015;TR333;Kütahya;Female;48;0;5;1;1;2;14;1;1;3;0;0;1;0;0;0;0;0;0;2;0;4;0;1;1;11;0
2015;TR334;Uşak;Male;1026;58;142;39;19;11;131;71;21;86;8;32;0;1;0;11;11;0;13;176;0;69;20;6;17;84;0
2015;TR334;Uşak;Female;45;2;4;0;1;4;7;1;3;4;1;0;0;0;0;0;0;0;1;4;0;2;1;0;1;9;0
2015;TR411;Bursa;Male;6208;236;978;240;94;118;1175;347;149;271;88;255;0;3;2;58;92;7;188;591;2;256;89;51;202;716;0
2015;TR411;Bursa;Female;310;7;16;2;2;12;101;13;8;44;2;11;0;0;0;0;0;0;1;32;0;4;5;3;2;45;0
2015;TR412;Eskişehir;Male;1796;83;383;40;19;66;368;69;29;33;30;64;1;1;0;15;50;2;38;141;21;102;29;22;56;134;0
2015;TR412;Eskişehir;Female;97;4;9;1;0;6;42;9;1;10;1;0;0;0;0;1;0;0;1;8;0;0;1;0;0;3;0
2015;TR413;Bilecik;Male;452;19;64;18;10;12;79;13;9;17;9;23;0;1;0;3;13;3;6;48;1;33;6;3;22;40;0
2015;TR413;Bilecik;Female;19;1;3;0;0;3;4;0;0;0;0;1;1;0;0;0;0;1;0;3;0;1;0;0;0;1;0
2015;TR421;Kocaeli;Male;2908;158;439;141;45;59;611;172;75;194;59;98;1;4;0;32;41;15;91;69;10;85;61;20;148;280;0
2015;TR421;Kocaeli;Female;132;5;15;0;0;2;64;3;4;3;1;4;1;0;0;0;1;0;0;6;0;4;1;1;2;15;0
2015;TR422;Sakarya;Male;1889;96;287;71;63;48;323;36;38;89;34;77;1;4;1;22;42;45;77;154;2;108;25;22;21;203;0
2015;TR422;Sakarya;Female;72;3;4;1;2;5;32;0;2;4;0;3;0;0;0;0;1;2;0;5;0;0;0;0;0;8;0
2015;TR423;Düzce;Male;951;57;180;44;39;14;154;41;8;68;7;23;0;1;3;8;26;9;30;62;0;54;11;9;29;74;0
2015;TR423;Düzce;Female;30;3;2;0;2;1;8;0;0;3;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;4;0
2015;TR424;Bolu;Male;665;24;143;22;8;16;95;19;18;38;3;21;0;3;2;6;27;4;4;114;0;30;13;4;10;41;0
2015;TR424;Bolu;Female;34;3;5;0;1;0;9;0;1;2;0;1;0;0;0;0;1;0;0;7;0;0;0;0;0;4;0
2015;TR425;Yalova;Male;552;15;66;23;5;18;108;23;12;41;9;22;0;0;0;3;13;0;21;51;1;18;9;5;53;36;0
2015;TR425;Yalova;Female;21;0;1;0;0;0;9;1;1;3;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3;0
2015;TR510;Ankara;Male;8262;397;1273;248;98;138;1788;590;310;381;118;336;4;14;3;76;194;0;183;366;52;328;156;77;171;961;0
2015;TR510;Ankara;Female;364;7;32;0;4;12;139;18;15;15;6;20;1;0;2;0;5;0;1;24;0;9;8;2;2;42;0
2015;TR521;Konya;Male;4985;214;756;155;89;84;993;237;105;362;62;185;2;5;0;67;97;4;108;582;4;262;48;25;79;460;0
2015;TR521;Konya;Female;206;7;17;3;9;4;42;3;12;48;3;4;0;0;0;2;2;0;1;13;0;5;3;2;0;26;0
2015;TR522;Karaman;Male;747;47;131;24;15;19;95;43;4;43;5;15;0;1;0;11;21;0;12;131;0;53;3;5;6;63;0
2015;TR522;Karaman;Female;31;0;1;0;0;1;8;2;0;1;0;0;0;0;0;0;0;0;0;9;0;5;2;0;0;2;0
2015;TR611;Antalya;Male;7566;310;969;234;130;145;1501;306;189;415;118;309;2;4;4;87;122;5;144;955;7;307;103;48;283;869;0
2015;TR611;Antalya;Female;317;11;29;1;6;12;84;9;7;32;2;12;0;1;0;1;3;0;0;38;0;7;7;5;9;41;0
2015;TR612;Isparta;Male;1077;45;187;49;28;25;159;45;28;56;34;36;1;3;1;5;41;2;18;63;12;65;18;9;43;104;0
2015;TR612;Isparta;Female;54;0;3;1;1;1;16;3;1;6;5;0;0;0;0;0;0;0;0;5;0;6;0;1;0;5;0
2015;TR613;Burdur;Male;584;23;98;22;17;20;69;24;15;15;3;17;0;2;0;12;10;1;10;78;0;64;10;9;27;38;0
2015;TR613;Burdur;Female;24;3;2;0;0;1;4;0;3;0;1;1;0;0;0;0;0;0;0;3;0;1;0;0;2;3;0
2015;TR621;Adana;Male;6794;288;839;139;97;94;1237;379;139;835;243;210;2;5;9;209;73;15;250;250;17;277;82;46;155;904;0
2015;TR621;Adana;Female;238;3;18;3;1;1;53;14;13;33;5;12;3;2;1;7;1;0;1;9;0;5;2;1;2;48;0
2015;TR622;Mersin;Male;5059;270;643;130;67;79;896;263;130;422;109;176;1;3;2;99;94;14;101;531;3;219;59;45;202;501;0
2015;TR622;Mersin;Female;193;8;19;1;2;7;65;5;6;20;2;7;0;0;0;3;1;0;3;14;0;2;2;1;1;24;0
2015;TR631;Hatay;Male;2744;131;378;86;51;45;466;119;52;262;60;67;1;3;4;251;26;13;83;89;1;120;34;21;89;292;0
2015;TR631;Hatay;Female;74;2;5;1;2;1;29;4;7;6;1;0;0;1;0;1;0;1;0;1;0;2;0;0;2;8;0
2015;TR632;Kahramanmaraş;Male;1876;107;252;90;56;27;322;118;35;114;28;89;0;4;0;65;20;6;33;154;0;112;30;15;13;186;0
2015;TR632;Kahramanmaraş;Female;48;2;5;1;0;1;8;1;4;4;1;2;0;0;0;2;0;0;0;5;0;2;0;0;0;10;0
2015;TR633;Osmaniye;Male;1339;70;183;37;17;18;219;53;12;147;23;36;1;0;0;24;14;6;31;117;2;87;17;12;87;126;0
2015;TR633;Osmaniye;Female;48;4;6;1;0;0;9;1;0;4;0;2;0;0;0;0;0;0;0;11;0;1;0;0;1;8;0
2015;TR711;Kırıkkale;Male;485;30;72;18;9;5;94;23;3;37;2;14;0;3;0;8;9;0;12;30;0;29;8;5;25;49;0
2015;TR711;Kırıkkale;Female;28;2;2;1;0;0;16;1;1;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;1;0
2015;TR712;Aksaray;Male;718;27;104;25;18;14;107;41;8;81;16;20;0;1;1;20;5;0;17;56;1;44;6;4;35;67;0
2015;TR712;Aksaray;Female;38;0;7;0;3;0;11;0;1;4;1;3;0;0;0;0;1;0;0;1;0;0;0;0;0;6;0
2015;TR713;Niğde;Male;812;39;160;35;35;18;91;28;18;21;17;19;0;1;1;14;16;0;12;89;0;55;8;8;33;94;0
2015;TR713;Niğde;Female;22;1;2;0;1;4;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;5;0
2015;TR714;Nevşehir;Male;764;65;151;35;14;17;88;36;13;19;6;28;0;1;0;9;26;0;9;80;0;56;12;10;37;52;0
2015;TR714;Nevşehir;Female;47;2;1;4;1;2;21;4;1;0;0;0;0;0;0;1;0;0;0;4;0;1;0;0;0;5;0
2015;TR715;Kırşehir;Male;419;26;83;14;6;10;71;13;7;14;4;10;0;0;0;20;9;0;5;23;0;33;7;3;8;53;0
2015;TR715;Kırşehir;Female;27;1;2;0;0;1;14;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
2015;TR721;Kayseri;Male;3318;134;692;165;41;69;457;175;54;233;31;124;1;6;0;45;49;2;79;306;1;173;51;25;147;258;0
2015;TR721;Kayseri;Female;178;3;15;2;1;4;61;12;4;8;0;6;0;0;1;0;3;0;1;14;0;8;5;3;3;24;0
2015;TR722;Sivas;Male;1087;68;191;52;20;29;148;41;10;67;5;27;1;1;0;41;15;1;28;83;5;72;21;7;31;123;0
2015;TR722;Sivas;Female;46;0;3;0;0;2;16;1;1;3;0;2;0;0;0;0;0;0;1;5;0;4;0;0;1;7;0
2015;TR723;Yozgat;Male;638;46;107;28;21;18;104;37;9;20;4;32;0;3;0;18;8;0;12;46;0;42;8;12;14;49;0
2015;TR723;Yozgat;Female;18;1;4;0;0;0;10;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2015;TR811;Zonguldak;Male;1219;62;244;76;37;23;159;36;19;29;17;31;0;2;0;9;31;11;26;99;1;109;18;18;55;107;0
2015;TR811;Zonguldak;Female;53;1;11;1;1;2;19;1;2;0;0;1;0;0;0;0;0;0;0;4;0;5;2;0;3;0;0
2015;TR812;Karabük;Male;456;18;71;29;10;13;66;16;10;20;3;14;0;0;0;9;11;1;3;66;0;21;7;7;21;40;0
2015;TR812;Karabük;Female;30;1;2;0;1;2;3;2;2;0;0;1;0;0;0;0;0;0;0;6;0;2;1;1;3;3;0
2015;TR813;Bartın;Male;342;15;57;12;11;4;35;12;3;7;1;11;0;0;0;4;10;1;4;61;0;30;7;2;22;33;0
2015;TR813;Bartın;Female;18;1;4;2;1;0;2;1;2;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;1;0
2015;TR821;Kastamonu;Male;789;53;133;31;15;22;72;38;5;15;8;16;0;2;1;12;15;5;14;176;0;49;13;10;20;64;0
2015;TR821;Kastamonu;Female;32;0;5;0;1;3;4;0;2;0;1;0;0;0;0;0;0;0;1;11;0;2;0;0;1;1;0
2015;TR822;Çankırı;Male;270;15;42;17;10;7;44;17;5;8;3;10;0;1;0;0;5;1;6;20;0;16;2;2;16;23;0
2015;TR822;Çankırı;Female;13;1;1;0;1;1;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0
2015;TR823;Sinop;Male;429;18;68;31;14;11;50;14;7;13;2;17;1;1;0;5;14;3;12;33;0;40;7;3;33;32;0
2015;TR823;Sinop;Female;12;2;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0
2015;TR831;Samsun;Male;2869;182;516;134;62;76;373;124;31;139;56;79;0;3;0;31;82;14;124;223;1;201;61;33;78;246;0
2015;TR831;Samsun;Female;130;3;16;0;1;4;58;8;5;2;0;3;0;0;0;0;0;0;4;5;0;6;2;2;1;10;0
2015;TR832;Tokat;Male;1081;63;177;53;19;24;133;35;14;37;3;37;0;9;0;15;39;5;22;113;0;82;15;10;61;115;0
2015;TR832;Tokat;Female;23;0;7;1;0;1;4;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;4;2;0
2015;TR833;Çorum;Male;1081;52;171;55;23;28;133;63;36;27;2;35;1;1;2;7;44;2;37;129;1;97;13;10;20;92;0
2015;TR833;Çorum;Female;39;1;3;2;0;1;20;0;0;0;0;0;0;0;0;0;0;0;2;5;0;1;0;0;0;4;0
2015;TR834;Amasya;Male;770;36;121;21;17;22;95;2;9;9;1;20;0;0;0;7;36;2;20;180;0;73;14;7;28;50;0
2015;TR834;Amasya;Female;33;3;5;0;0;1;9;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;4;5;0
2015;TR901;Trabzon;Male;950;57;202;30;23;37;163;25;6;18;26;22;0;1;0;19;13;5;42;55;2;57;24;11;19;93;0
2015;TR901;Trabzon;Female;29;0;6;0;0;4;8;0;0;0;2;2;0;0;0;0;0;0;0;3;0;1;0;1;0;2;0
2015;TR902;Ordu;Male;1404;53;300;71;50;34;156;44;27;37;14;34;2;0;1;14;49;11;47;150;0;103;25;9;56;117;0
2015;TR902;Ordu;Female;65;3;7;1;3;2;18;4;6;0;0;1;0;0;1;0;0;0;1;9;0;1;1;0;1;6;0
2015;TR903;Giresun;Male;736;42;137;37;16;27;91;22;5;21;4;13;2;1;1;4;31;4;35;24;0;63;17;7;54;78;0
2015;TR903;Giresun;Female;25;0;7;0;0;1;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0
2015;TR904;Rize;Male;528;51;82;19;8;14;64;23;7;15;9;9;0;0;0;19;12;1;40;19;0;47;11;10;19;49;0
2015;TR904;Rize;Female;16;1;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;1;0
2015;TR905;Artvin;Male;233;14;40;12;6;7;39;19;3;11;1;7;0;1;0;11;1;1;6;11;0;10;1;6;5;21;0
2015;TR905;Artvin;Female;9;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0
2015;TR906;Gümüşhane;Male;148;11;24;6;6;3;16;2;1;5;0;5;0;0;0;5;2;1;4;8;0;12;10;2;4;21;0
2015;TR906;Gümüşhane;Female;6;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
2015;TRA11;Erzurum;Male;1550;122;249;46;11;32;231;62;16;144;15;32;0;1;1;46;10;1;65;86;11;71;15;13;76;194;0
2015;TRA11;Erzurum;Female;19;1;2;0;0;1;4;0;0;1;0;2;0;0;0;2;0;0;0;1;0;0;1;0;0;4;0
2015;TRA12;Erzincan;Male;471;19;66;16;14;8;88;11;13;39;3;12;0;2;0;11;8;0;4;30;7;15;9;5;23;68;0
2015;TRA12;Erzincan;Female;14;0;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;0
2015;TRA13;Bayburt;Male;82;1;15;3;3;2;10;1;1;3;3;1;0;0;0;6;0;0;4;4;0;5;0;5;5;10;0
2015;TRA13;Bayburt;Female;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;TRA21;Ağrı;Male;716;44;111;13;13;7;86;33;25;55;3;17;1;1;0;53;0;0;20;5;2;34;4;6;27;156;0
2015;TRA21;Ağrı;Female;20;2;1;0;0;1;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0
2015;TRA22;Kars;Male;577;47;133;15;16;9;51;40;3;12;15;6;0;0;0;21;8;1;36;20;1;47;7;4;13;72;0
2015;TRA22;Kars;Female;10;1;3;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2015;TRA23;Iğdır;Male;420;21;90;13;16;4;32;24;5;14;6;9;0;1;0;16;1;0;16;6;1;22;3;5;26;89;0
2015;TRA23;Iğdır;Female;5;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
2015;TRA24;Ardahan;Male;225;10;47;5;8;6;31;3;1;1;0;8;0;0;0;7;3;5;9;2;0;15;3;5;12;44;0
2015;TRA24;Ardahan;Female;8;2;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
2015;TRB11;Malatya;Male;1308;85;185;32;17;17;246;70;21;132;16;48;0;1;0;23;7;1;65;24;7;77;19;21;41;153;0
2015;TRB11;Malatya;Female;52;2;3;0;0;2;19;2;1;2;0;2;1;0;0;0;0;0;0;1;0;2;1;0;0;14;0
2015;TRB12;Elâzığ;Male;1207;75;218;24;11;11;178;83;13;192;13;26;0;4;0;45;3;3;31;67;10;43;10;14;21;112;0
2015;TRB12;Elâzığ;Female;44;1;5;0;0;1;19;2;0;1;1;2;0;0;0;1;0;0;0;2;0;2;0;1;0;6;0
2015;TRB13;Bingöl;Male;360;15;42;5;23;2;60;12;1;76;3;11;0;0;1;7;1;1;6;1;0;17;8;5;11;52;0
2015;TRB13;Bingöl;Female;7;0;0;0;2;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;TRB14;Tunceli;Male;140;7;29;6;3;3;13;5;0;5;2;1;0;3;0;0;0;0;1;0;0;17;2;1;7;35;0
2015;TRB14;Tunceli;Female;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
2015;TRB21;Van;Male;1480;77;136;24;5;13;203;33;10;189;16;27;0;0;1;172;7;0;41;15;5;54;13;7;42;390;0
2015;TRB21;Van;Female;31;4;1;0;0;0;7;0;1;4;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;9;0
2015;TRB22;Muş;Male;422;25;50;6;9;8;78;2;4;31;2;18;0;2;1;24;2;0;15;3;1;8;3;4;12;114;0
2015;TRB22;Muş;Female;15;3;2;0;0;1;3;0;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
2015;TRB23;Bitlis;Male;435;24;56;3;5;3;80;6;6;36;6;8;0;2;1;28;2;0;12;4;0;21;1;9;6;116;0
2015;TRB23;Bitlis;Female;8;0;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2015;TRB24;Hakkari;Male;223;15;18;1;1;4;18;1;1;64;1;6;0;0;0;11;0;0;10;1;1;1;1;2;0;66;0
2015;TRB24;Hakkari;Female;11;1;0;0;0;0;1;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
2015;TRC11;Gaziantep;Male;4181;292;641;91;52;38;736;261;73;353;73;171;0;2;2;182;38;2;156;200;14;175;39;41;146;403;0
2015;TRC11;Gaziantep;Female;98;5;12;0;2;1;36;3;6;4;1;0;0;0;0;1;0;0;0;4;0;1;0;1;2;19;0
2015;TRC12;Adıyaman;Male;514;22;67;11;7;7;91;15;13;45;15;26;0;1;0;21;5;3;16;25;0;22;3;5;31;63;0
2015;TRC12;Adıyaman;Female;19;0;0;0;0;0;6;2;2;0;0;4;0;0;0;1;0;0;0;1;0;1;0;0;0;2;0
2015;TRC13;Kilis;Male;308;19;26;17;1;3;45;20;1;39;14;12;0;0;0;35;1;0;9;8;0;7;0;4;23;24;0
2015;TRC13;Kilis;Female;5;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2015;TRC21;Şanlıurfa;Male;1855;111;214;46;16;21;318;52;69;342;47;71;0;1;0;61;4;0;85;38;1;49;21;13;36;239;0
2015;TRC21;Şanlıurfa;Female;28;0;2;0;0;0;14;1;0;4;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0
2015;TRC22;Diyarbakır;Male;2595;151;236;39;22;9;448;244;20;633;27;64;1;2;1;72;7;1;87;30;18;51;13;31;29;359;0
